iter	Logloss
344	0.2538377979
345	0.2537382886
346	0.2536033643
347	0.2533904004
348	0.2532786963
349	0.253161189
350	0.2529740698
351	0.252867146
352	0.2527569653
353	0.2526057227
354	0.252495874
355	0.2522564648
356	0.2521314233
357	0.2519010547
358	0.2517371875
359	0.251523894
360	0.2513398438
361	0.2512427686
362	0.2511207324
363	0.2508968115
364	0.2507671094
365	0.2506388257
366	0.2505172632
367	0.250282959
368	0.2501248462
369	0.2499850049
370	0.2498476733
371	0.2497675098
372	0.2496038281
373	0.2494774414
374	0.2493187622
375	0.2491762476
376	0.2490108081
377	0.2488665723
378	0.2487656763
379	0.2486466895
380	0.2485369482
381	0.2484310059
382	0.2482381006
383	0.2481169751
384	0.2479135327
385	0.2477812988
386	0.2476140259
387	0.2474742065
388	0.2473765283
389	0.2472696899
390	0.2471161792
391	0.246957583
392	0.2467624561
393	0.2466719897
394	0.246518374
395	0.2463829175
396	0.2462156738
397	0.2460749902
398	0.2459916187
399	0.2458475415
400	0.2457387329
401	0.2456369678
402	0.2454818481
403	0.2452916602
404	0.2451729761
405	0.2449934497
406	0.2448647876
407	0.2447499414
408	0.2446262549
409	0.2444804053
410	0.2443558032
411	0.2442220459
412	0.2440922046
413	0.2439669141
414	0.2438480933
415	0.2437680396
416	0.2436433105
417	0.2435333789
418	0.2434368579
419	0.2432943164
420	0.2432030811
421	0.243114707
422	0.2430182007
423	0.2429031763
424	0.2427846069
425	0.2426680566
426	0.2425794263
427	0.2424636108
428	0.2423620679
429	0.2422456934
430	0.2420996606
431	0.241991123
432	0.2418497705
433	0.2417685815
434	0.2416618994
435	0.2415485449
436	0.2414439771
437	0.2413029492
438	0.2411356445
439	0.2410472388
440	0.2409188599
441	0.2408456689
442	0.2407277197
443	0.2406261646
444	0.2405159473
445	0.2404212451
446	0.2403095459
447	0.2402049438
448	0.2401173535
449	0.2400251343
450	0.2398761548
451	0.2397961938
452	0.2396995239
453	0.239567395
454	0.2394518555
455	0.2392951001
456	0.2392226367
457	0.2391259326
458	0.2390200513
459	0.2389351685
460	0.2388255811
461	0.2387430225
462	0.2386061963
463	0.2384938647
464	0.2383657202
465	0.2382458618
466	0.2380920508
467	0.237992959
468	0.2378505957
469	0.2377616455
470	0.2376637256
471	0.2375115869
472	0.2374006323
473	0.237312334
474	0.2372054346
475	0.2370987646
476	0.2370121777
477	0.2368726367
478	0.2367923999
479	0.2366654272
480	0.2365143774
481	0.2364156763
482	0.2363010791
483	0.2361574756
484	0.2359784131
485	0.2358734521
486	0.2357629712
487	0.2356689087
488	0.2355859497
489	0.2354880688
490	0.2353484985
491	0.2351898486
492	0.2350429224
493	0.2349247729
494	0.2348104712
495	0.234680061
496	0.2345443262
497	0.2344257056
498	0.2343176709
499	0.2341997998
500	0.234051731
501	0.2339226465
502	0.2338263867
503	0.2337284912
504	0.2336046069
505	0.2334873608
506	0.2334057227
507	0.2332712842
508	0.2331591406
509	0.2330945923
510	0.2330022485
511	0.2328877222
512	0.2327845996
513	0.2326556226
514	0.2325676489
515	0.2323985815
516	0.2322655762
517	0.2321558667
518	0.232052251
519	0.2319355566
520	0.2317633789
521	0.2316960547
522	0.2316058643
523	0.2314942041
524	0.231399292
525	0.2312636572
526	0.2311336206
527	0.2310218311
528	0.2308917603
529	0.2307749072
530	0.2305797583
531	0.2304726758
532	0.2303861499
533	0.2302832446
534	0.2301902148
535	0.2300901733
536	0.2299899731
537	0.2298455371
538	0.2297114453
539	0.2295832153
540	0.2294418188
541	0.229331106
542	0.2292353711
543	0.2291277393
544	0.2289969702
545	0.2288880151
546	0.2287563208
547	0.2285991406
548	0.2284779199
549	0.2283824634
550	0.2282581494
551	0.228176604
552	0.22805302
553	0.2278866431
554	0.2277701294
555	0.2276832983
556	0.2275074829
557	0.2273354883
558	0.2272211841
559	0.2271308472
560	0.2270563696
561	0.226898562
562	0.2267704102
563	0.226661355
564	0.2265434644
565	0.2264277954
566	0.2263331274
567	0.2262379199
568	0.2260913452
569	0.2259637646
570	0.2258611987
571	0.2257476123
572	0.2256139404
573	0.2255068457
574	0.2253596338
575	0.2252532739
576	0.2251311548
577	0.2250077808
578	0.2248548291
579	0.2247542725
580	0.2245984448
581	0.2245070215
582	0.2244206274
583	0.2243170117
584	0.2242245557
585	0.2241052197
586	0.2239718896
587	0.2238663452
588	0.2237415356
589	0.2236066748
590	0.2234320117
591	0.2233041333
592	0.2231671729
593	0.2230347754
594	0.2229141895
595	0.2227980981
596	0.2227060742
597	0.2226175
598	0.2224549268
599	0.2223043701
600	0.2221933545
601	0.2220728784
602	0.2220035522
603	0.2218477222
604	0.2217102539
605	0.2215943848
606	0.2214794263
607	0.2213728125
608	0.2212681323
609	0.2211340918
610	0.2209951855
611	0.2208751001
612	0.2207486597
613	0.22060177
614	0.2204977246
615	0.2203926514
616	0.2202929956
617	0.2202086621
618	0.2200546777
619	0.219940083
620	0.2197911108
621	0.219635603
622	0.2195048022
623	0.2193759302
624	0.2192762573
625	0.2191080591
626	0.2189960034
627	0.2189129614
628	0.2188302588
629	0.2187505127
630	0.2186313379
631	0.2185306104
632	0.2184575757
633	0.2182928833
634	0.2181802905
635	0.2180891577
636	0.217966062
637	0.2178756177
638	0.2177711548
639	0.2177049561
640	0.217618269
641	0.2175370703
642	0.2174359351
643	0.2173285937
644	0.2172448926
645	0.2171537964
646	0.2170212256
647	0.2169495483
648	0.2168152222
649	0.2167087085
650	0.2165834229
651	0.2164949658
652	0.2163935791
653	0.2163110376
654	0.2161998779
655	0.216097793
656	0.2159870215
657	0.2158566479
658	0.2157540112
659	0.2156561523
660	0.2155344556
661	0.2154128613
662	0.2152694287
663	0.2151722607
664	0.2150221484
665	0.214876748
666	0.2147921289
667	0.2147089722
668	0.214613125
669	0.214506499
670	0.2144158716
671	0.2142841504
672	0.2141673462
673	0.2140179102
674	0.2139478711
675	0.2138160596
676	0.2137089722
677	0.2136153491
678	0.2135048022
679	0.2134243091
680	0.2133088672
681	0.2131628198
682	0.2130767383
683	0.2129596606
684	0.2128495459
685	0.212777356
686	0.2126690991
687	0.2125639355
688	0.2124865112
689	0.2123989819
690	0.2123037573
691	0.2122111572
692	0.2120870654
693	0.2119805981
694	0.2118981738
695	0.211757373
696	0.2116259961
697	0.211514104
698	0.2114062964
699	0.2113198633
700	0.2111958423
701	0.2110301758
702	0.2109280371
703	0.2107953125
704	0.2106879346
705	0.2105738428
706	0.2104587671
707	0.210343562
708	0.2102541846
709	0.2101450073
710	0.2100402466
711	0.209915896
712	0.209789292
713	0.2096966943
714	0.2096170825
715	0.2094996167
716	0.209372937
717	0.2092914038
718	0.2091917603
719	0.209077915
720	0.2089648242
721	0.2088242871
722	0.2087000415
723	0.2086043799
724	0.2084640088
725	0.2083578223
726	0.2082821973
727	0.2081407715
728	0.2079783667
729	0.2078359717
730	0.2077620801
731	0.2076153027
732	0.2075101611
733	0.2073806836
734	0.2072762671
735	0.2071831665
736	0.2070459473
737	0.2069261328
738	0.2068320093
739	0.2067348633
740	0.2065993579
741	0.2065207959
742	0.2063868579
743	0.2062756079
744	0.2061686792
745	0.2060162915
746	0.205913252
747	0.2058127002
748	0.205737854
749	0.2056342871
750	0.2055629663
751	0.2054693555
752	0.2053458911
753	0.2052445996
754	0.2051067944
755	0.2049066577
756	0.2048232178
757	0.2047188574
758	0.2046172827
759	0.2044944556
760	0.2043912622
761	0.2042716064
762	0.2041371191
763	0.2040131787
764	0.2039071167
765	0.2037594727
766	0.2036636108
767	0.2035252197
768	0.203432666
769	0.2032757202
770	0.2031837036
771	0.2030902637
772	0.2029473804
773	0.2028607495
774	0.2027471606
775	0.2026494604
776	0.2025423267
777	0.2024489185
778	0.2023370654
779	0.2022335474
780	0.2020757007
781	0.2020043555
782	0.2019393823
783	0.2018283081
784	0.2016853491
785	0.2015798853
786	0.2015093262
787	0.2013920728
788	0.2012628857
789	0.2011552832
790	0.2010322852
791	0.2009501953
792	0.2008396191
793	0.200752312
794	0.2006721729
795	0.2005781372
796	0.2004493652
797	0.2002506934
798	0.2001448706
799	0.2000227637
800	0.1999160596
801	0.199791189
802	0.1996820923
803	0.1995747949
804	0.1994691748
805	0.1993537915
806	0.1992427515
807	0.1991560962
808	0.1990462451
809	0.1989346509
810	0.1988065479
811	0.1987077979
812	0.1986068555
813	0.1985035645
814	0.1983715674
815	0.1982280371
816	0.1981262769
817	0.1980312769
818	0.1979381689
819	0.197811709
820	0.1977068726
821	0.1976165186
822	0.1975121948
823	0.1973819067
824	0.1972989966
825	0.1972224731
826	0.1970896143
827	0.1970043921
828	0.1968827588
829	0.1967777686
830	0.1967139087
831	0.1965677808
832	0.1964555981
833	0.1963272314
834	0.1962124316
835	0.1960950195
836	0.1960111865
837	0.1959255347
838	0.1958028931
839	0.1956980029
840	0.1955530151
841	0.1954468896
842	0.1953146704
843	0.1952112085
844	0.1951097339
845	0.1949568066
846	0.1948450513
847	0.1947511279
848	0.1946817188
849	0.1946030347
850	0.1944994165
851	0.1943593604
852	0.194239209
853	0.1941510913
854	0.1940750879
855	0.1939896851
856	0.1938679224
857	0.1937345313
858	0.1935460522
859	0.1934736621
860	0.1933469775
861	0.1932627271
862	0.1931579761
863	0.193056106
864	0.192927644
865	0.192788103
866	0.1927017236
867	0.1925648267
868	0.1924838062
869	0.1923890308
870	0.1922793994
871	0.1922116284
872	0.1920673364
873	0.1919745703
874	0.191884856
875	0.1917435327
876	0.1916518945
877	0.1915676123
878	0.1914787549
879	0.1913654419
880	0.1912535303
881	0.1911753223
882	0.1910907886
883	0.1909912085
884	0.1908669409
885	0.19079323
886	0.1907023682
887	0.1905799023
888	0.1904788574
889	0.190402915
890	0.1903060791
891	0.1901792505
892	0.1901049854
893	0.1900151001
894	0.1898970239
895	0.1897826074
896	0.1896570703
897	0.1895410303
898	0.1894258862
899	0.1893314404
900	0.1892336401
901	0.1891203101
902	0.1889770337
903	0.1888886646
904	0.1887913672
905	0.1886691138
906	0.1886034985
907	0.1885076416
908	0.1884311206
909	0.1883137402
910	0.188223125
911	0.1881458936
912	0.1880339331
913	0.1879588232
914	0.1878608887
915	0.1877948389
916	0.187681189
917	0.1875303198
918	0.187444353
919	0.1873384766
920	0.187261228
921	0.1871810986
922	0.1870646582
923	0.1869334668
924	0.1868406128
925	0.1867532617
926	0.186669502
927	0.1865883618
928	0.1864890112
929	0.1863613916
930	0.1862992847
931	0.1861638306
932	0.1860833789
933	0.1859603003
934	0.1858280664
935	0.1857667627
936	0.1856678394
937	0.1855869165
938	0.1854649072
939	0.1853853711
940	0.1852510498
941	0.1851682031
942	0.1850467285
943	0.1849327539
944	0.1848469385
945	0.1847294775
946	0.1846143823
947	0.1845443188
948	0.184450127
949	0.184336377
950	0.184189165
951	0.1840646118
952	0.1839628687
953	0.1838825049
954	0.1837655127
955	0.1836890698
956	0.18360927
957	0.1835163672
958	0.1833554224
959	0.1832609692
960	0.183177146
961	0.18309323
962	0.1830142969
963	0.1829147778
964	0.1828400635
965	0.1827370923
966	0.1826706812
967	0.1825363208
968	0.1824369043
969	0.182342251
970	0.1822371729
971	0.182125415
972	0.1820368921
973	0.181919292
974	0.1818122705
975	0.1817219189
976	0.1816222217
977	0.1815127344
978	0.1814242725
979	0.181341228
980	0.1812514697
981	0.1811901611
982	0.1811053687
983	0.1810194849
984	0.1809480835
985	0.180863562
986	0.180754187
987	0.180648999
988	0.1805467676
989	0.1804162915
990	0.1803433618
991	0.180207439
992	0.1801399902
993	0.1800076709
994	0.1799158984
995	0.1797954541
996	0.1797167236
997	0.1795518677
998	0.1794744165
999	0.1793695215
